id,class,area
0,-1,0
1,0,80.15456259410743
2,0,14.121712604375105
3,0,176.59299357102793
4,0,174.05096519585484
5,0,234.02516032050005
6,0,183.5150710498037
7,0,208.68564221259095
8,0,29.01428417807846
9,0,423.94828040730135
10,0,165.96857826546247
11,0,117.73339263852972
12,0,102.53917632149435
13,0,113.4317684770069
14,0,111.50752117840473
15,0,89.18958780770349
16,0,98.68698119034937
17,0,160.20786566905713
18,0,12.678346649712605
19,0,29.90542537271634
20,0,407.11801733916934
21,0,143.72968280092533
22,0,716.3265080633286
23,0,25.593287369536053
24,0,133.37618410469017
25,0,80.17035414126627
26,0,83.55651173962707
27,0,27.35957213971285
28,0,21.137098463065566
29,0,63.76238108504565
30,0,262.48499456668657
31,0,194.7834256730546
32,0,596.0650620918673
33,0,71.00417977601856
34,0,296.28035358543235
35,0,165.10812697110384
36,0,203.15780509756962
37,0,214.01077996017096
38,0,136.53042874545136
39,0,115.71974713381948
40,0,413.39326572613606
41,0,148.20680720076322
42,0,127.89094835351473
43,0,43.441610332245
44,0,47.197509617870296
45,0,1658.7700457781202
46,0,270.6651549023809
47,0,209.0229234654902
48,0,374.60804843387075
49,0,47.4337889791846
50,0,172.15555754435422
51,0,131.20734485084074
52,0,89.68968270711369
53,0,294.18925303833004
54,0,66.54367245214661
55,0,135.96505382601157
56,0,59.52984378773092
57,0,2008.064773998248
58,0,843.7687397236577
59,0,247.30863299720068
60,0,18.73613330820645
61,0,164.98704609497966
62,0,193.87861268025685
63,0,190.48063177951
64,0,218.34689446461255
65,0,88.782034883381
66,0,276.3496883628822
67,0,123.31526923290558
68,0,1243.0234727466056
69,0,364.68992392064484
70,0,292.62816330803344
71,0,167.2128453134744
72,0,346.9285854731484
73,0,61.510815247730314
74,0,58.47745645830837
75,0,150.25293344099157
76,0,484.7279165296677
77,0,1617.5756836457797
78,0,61.186766362502816
79,0,49.66531740320711
80,0,221.30548268702665
81,0,86.25174526323728
82,0,79.45840866423652
83,0,117.11690021299455
84,0,114.57337327036674
85,0,237.4990900608064
86,0,176.3950373916774
87,0,585.1355398303053
88,0,28.139472738133026
89,0,198.98906789151397
90,0,81.18279477547271
91,0,372.15382873263917
92,0,507.0584222861338
93,0,63.88537627108112
94,0,72.48665457981642
95,0,103.86875909837491
96,0,238.20489924303612
97,0,651.1877157078208
98,0,129.66744329400362
99,0,26.41280975707106
100,0,308.36786574569
101,0,21.4145012339538
