id1,id2,length
510,5581,2.486718791143482
510,2103,3.4293368792261583
510,1716,7.673182513129394
510,1258,43.023985741517016
510,4180,3.2549800496440775
510,3107,3.466458382457249
510,2060,3.935907338648937
510,4765,3.935907338648937
510,5355,9.39643416410491
510,5322,15.02399262141466
510,665,15.02399262141466
510,2568,23.197567939394368
510,1791,19.876378716182593
510,3506,9.112398094453397
510,3839,7.862551491550849
510,1245,13.612282556421544
510,4649,9.471836868309321
510,2848,9.125304748730144
510,910,9.08303934412679
510,5920,26.013122481571866
510,2333,15.205029821963736
510,1908,12.173294632183078
510,2649,12.173294632284422
510,2471,26.150096330639535
510,5440,5.985376101428812
510,5063,12.972250176745064
510,1368,24.23373928364858
510,1872,41.812491938069485
510,1702,12.476864939581503
510,1081,13.22107695042212
510,1983,2.9575492840633575
510,4481,2.957549284883709
510,2956,8.406900603668497
510,2247,40.22919994680762
510,5672,2.481847857085138
510,4674,8.68165209754854
510,636,3.168950654146746
636,5842,45.07830176915294
636,3425,44.385093085430405
3425,416,34.957388975332414
3425,5581,32.96226223769921
5581,2911,31.842539804010364
2103,2911,9.508801287038743
2103,1716,6.46467506077597
2911,4814,28.874405413210788
4674,4546,7.266111462191702
5842,4546,92.84714367309905
5842,3700,50.41552509920483
4546,4924,99.93452993813474
416,3700,12.249886030514906
416,2462,17.692650772229353
416,4857,10.164961361370043
416,3407,35.63089841709502
416,4767,9.598186655677218
416,3319,9.598186655205243
416,2243,16.660298810242356
3700,2462,39.70988667192974
2243,2448,15.426269970305798
2243,4814,10.080330542442345
4814,3866,33.06215700083524
1258,1412,46.74703597694934
1258,665,28.74600552307951
1412,4589,44.05575030501891
1412,2199,36.358621166830254
3866,361,16.745708112212643
3866,4589,39.188519383295336
4589,1288,9.156941333543637
4320,292,15.61508216594244
4320,4321,29.280470486438162
4320,2462,36.84186503969761
292,4924,14.064871254025158
292,3176,17.50234324854676
292,1979,9.34668639169605
292,1121,6.347719393855811
292,2186,12.157750164712391
292,726,14.516540730230739
292,3042,9.591401149291606
292,2219,9.441179967052364
292,4974,5.871094755137158
292,5076,6.107905903934618
292,1517,7.16673197860889
292,4321,8.515202527361092
4924,6099,113.75163214635302
5672,2247,111.16491761997071
5672,1362,113.57558734851361
6099,1362,309.3526882981013
6099,4398,199.17038684576085
1362,5418,416.94612374938043
3319,4119,9.235811357172349
3319,2136,11.56215415435249
2136,2721,7.319951931647614
2136,2448,9.029118881386944
2448,361,12.422967137664097
361,5090,12.761676451907073
361,2721,5.446067873122355
361,4119,9.445199982413179
361,5630,15.950071420566042
361,5913,10.25221592436847
361,3410,5.015922248041969
361,5982,5.930267302406678
361,2862,7.418788456291152
361,2450,11.383235104174185
5322,665,16.805376562706222
5322,5355,13.782207293189206
4180,4765,4.941173060614166
4180,2060,3.1159699115620465
4765,5355,6.024934221824173
2199,329,21.119010043130636
2199,2568,33.1335195330779
2568,1552,37.4092393231569
329,1288,9.881256807724059
329,2069,12.135343679894357
329,1633,11.855075328885675
329,5505,23.628500034392047
329,2760,13.105784394107996
329,2135,6.0085532341455234
329,2179,15.07023811458648
1288,2450,12.900179163498944
2450,4664,9.814503998355494
4321,4857,29.44786429026946
3176,699,23.17570529853669
3176,1979,18.715800695648607
699,4398,18.16772295964561
699,436,11.947974981856811
4398,3469,181.78746430504827
4857,1517,33.06134328055697
2247,1050,72.76011606887968
4356,107,8.937243250936339
4356,3294,59.703860120610265
4356,2126,68.35652549071345
107,2221,5.033176682618411
107,5539,5.0331766823086745
107,553,8.947796252871433
107,4172,10.069871863185282
5418,5995,426.21663980618126
5418,2059,9.593272413733988
2221,2059,6.471543794519507
2221,4630,4.326863849257508
2059,340,3.968816826289898
2126,3983,106.68008895361032
2126,3469,170.3880695580336
3469,436,11.858111276367067
331,1050,11.021880087683321
331,1104,15.662610112831068
331,6037,11.027608892056035
331,1637,15.665902438684112
1637,5019,13.948853352113515
1637,4505,25.035639593301152
1050,3912,63.67364207048223
4505,408,9.48943526798109
4505,1706,31.90931666700869
1706,2511,19.00083501211097
1706,5995,50.500990058647425
5995,3570,475.0779171125275
4767,2858,9.185040515287183
4767,4119,11.393092942970465
2721,5090,9.114395243540308
2060,3107,3.3442649452098525
656,1552,34.79327767934167
656,31,11.052767054419371
656,1791,35.022324987531796
1791,783,37.32428360102184
1552,2179,12.902788814038177
2179,4719,18.84022927851427
2069,4664,10.059229397013297
4664,2595,10.498994027379887
2862,5553,5.303037673228443
2595,5553,7.584078321183907
2595,5913,8.369161350848707
5553,3410,4.079305005406416
1517,3840,35.167865262858136
1979,1121,19.720047307151123
2872,436,7.463789143579898
2872,3630,18.29303503996444
2872,2186,19.719051340988976
436,3983,12.43995140589758
436,4614,13.153968723497295
436,3630,7.960555125696503
1121,2186,19.320037098944322
3840,5076,28.620161587036762
3840,2980,27.27123730036423
2441,2980,34.75395873619916
2441,4326,27.526467068600578
2441,3407,44.784091935576605
3407,2485,29.254281270267324
2980,64,13.753860105890686
2956,4481,7.650760958508339
4481,5190,10.394494456610547
3912,5190,22.033849127444377
3912,1702,53.62940139426044
5190,1983,12.78578430094244
4172,5125,46.7392971690333
4172,3294,47.430985795054184
3294,5105,26.652868352663276
4630,340,5.266008317162445
4630,5539,6.647716194435802
5539,990,4.323105275095922
340,5668,5.2695502459622015
340,5674,3.9582932509641156
