id,class,area
0,-1,0
1,0,262.67280884204365
2,0,177.77052975144113
3,0,173.10128260655745
4,0,178.5271825249626
5,0,259.86472632221944
6,0,106.23078616256574
7,0,128.07499493399214
8,0,158.82752057536862
9,0,205.36595159808098
10,0,105.00820686718875
11,0,100.49729944737577
12,0,208.08336114661049
13,0,125.4431700294288
14,0,98.3965713210196
15,0,138.51520134621666
16,0,244.0776845179538
17,0,107.28318552226365
18,0,122.17050089789136
19,0,151.1562469940028
20,0,134.84571070672683
21,0,201.59489616966363
22,0,137.75190011509676
23,0,122.16813041847519
24,0,585.4873688474136
25,0,137.8299472710992
26,0,178.8873903688581
27,0,146.0674576801862
28,0,276.80977789816683
29,0,158.24633414043444
30,0,98.68824347875821
31,0,210.10827271288025
32,0,128.2373996207231
33,0,203.2509797996518
34,0,149.85907805917304
35,0,147.7295260015187
36,0,195.46003159472642
37,0,207.57000226906007
38,0,152.35545956224774
39,0,149.7251795493402
40,0,178.7470015675194
41,0,170.91766751531011
42,0,145.42231139128376
43,0,89.74961946808537
44,0,152.40967941557562
45,0,95.73927371485509
46,0,159.02029378223938
47,0,143.47141152751078
48,0,193.5157993233522
49,0,189.20051903184202
50,0,159.31487805209696
51,0,106.71611320393538
52,0,85.48166036436967
53,0,195.40846922223807
54,0,98.40197288389466
55,0,324.8250177810606
56,0,84.13876658942488
57,0,110.06095542455128
58,0,179.07493862991657
59,0,120.42122549624956
60,0,375.52918153755473
61,0,244.05947246033355
62,0,187.5208143605348
63,0,245.83890828190107
64,0,112.33348302648349
65,0,102.09487123229852
66,0,133.40935154024402
67,0,150.0014598750106
68,0,225.87055992627515
69,0,148.4217098546655
70,0,95.67819361607471
71,0,131.8936405659321
72,0,190.12194573649467
73,0,164.11803227080733
74,0,120.33316390940479
75,0,118.26942999296244
76,0,208.82114758997025
77,0,80.47054343988788
78,0,104.93556893164588
79,0,146.06957978919291
80,0,73.08316376788972
81,0,562.0237895238403
82,0,181.62210879998287
83,0,166.90389677058596
84,0,142.51908401618311
85,0,141.17866305345652
86,0,239.20390961150724
87,0,99.90875809529005
88,0,144.19464073237978
89,0,164.9951972447102
90,0,259.3551922619631
91,0,234.76679838300066
92,0,191.4153552277645
93,0,103.84726471878375
94,0,153.00742420771428
95,0,147.2993221582526
96,0,88.67107773102072
97,0,95.65378896248077
98,0,247.98077418039205
99,0,305.97093184298154
100,0,133.80798468105482
101,0,80.90690488131736
102,0,185.66899730822763
103,0,84.64485127560394
104,0,100.99606922609826
105,0,163.04926685076407
106,0,219.03788124489293
107,0,160.3313042045082
