id1,id2,length
879,5183,16.491260036377444
879,1501,16.23690934323711
879,3887,10.056127382199213
879,7308,16.236890096757428
879,9320,16.43329322452241
879,1453,10.339688433061529
1453,11203,13.439420204102785
1453,6140,22.357350288326863
6140,2825,17.553052339702276
6140,5388,34.301953496994415
5183,1718,276.08396908751024
5183,1501,262.91192329958903
1718,6945,140.23213349923086
1718,2510,412.8194551869821
5388,7538,21.922874857831022
5388,6945,53.96648244869653
6945,9900,87.05393995534448
1501,11227,250.28182625968316
9320,3313,12.496045325146646
9320,11203,12.563280329142556
11203,1024,17.036215226169983
1024,2126,11.072460614218508
1024,2390,17.036174009062478
1024,1830,5.536230826400653
1024,9369,5.536230826426032
9369,4883,5.2352375492343635
9369,2825,4.048921889276528
2825,1028,13.940288802492434
11227,951,10.97421241385803
11227,4659,249.29309475716477
951,2510,23.487884133705613
951,6304,17.5484651622029
951,8464,17.206050635163102
951,7263,8.671418452839015
951,6678,22.427582888026073
951,1334,16.1875100378064
2510,6304,436.2730377477038
63,9900,15.01103055123127
63,5458,14.026047157268655
63,10804,15.010992578691855
63,5589,14.0260345391168
5589,11341,32.590132349180244
5589,2748,46.111567418512294
2748,2946,134.24416692444714
2748,6884,180.21435004728642
6884,783,10.42820598758719
6884,0,190.61124803621644
6304,0,453.7981910203752
9900,5696,72.90076467557233
1028,4883,5.173425871522809
1028,2447,5.173425871488645
1028,1478,13.940266752348487
1028,4854,5.1734277168686615
1028,5610,5.173427717758976
5610,10156,4.729129943237559
5610,7538,3.973598837245276
7538,540,18.267177093140898
540,10156,5.1739028413148835
540,7230,3.1935079350830846
540,7303,3.1935079350830846
540,9637,9.13347984677467
540,9102,9.135941944734975
540,9302,11.550036752607914
9302,4802,11.62886430626617
9302,6125,20.391663504710763
5696,6125,26.224821421302167
5696,4749,50.30513375176725
6125,1102,10.100790309790128
3887,5477,62.83874273227085
3887,3927,53.52784030370086
5477,4659,143.08671656889857
5477,3282,100.8677350378757
4659,1770,240.39850750291106
7308,6416,15.271654866996148
7308,3313,19.313651673583227
3313,9342,21.122514922703267
2126,9342,17.384680440778933
2126,1995,12.05234584436198
9342,1206,10.316887251381585
1830,2447,5.78797026968672
1830,4883,4.277262480319934
1334,6678,17.35261820431601
1334,9877,32.97512957284743
9877,10053,244.18273441903975
9877,9038,240.15772430817776
1770,5453,230.97772016993278
1770,9168,24.307563542122466
5453,9038,230.18567440663938
5453,482,7.8570252934419305
9038,9700,124.84085552950528
4749,1401,33.78289176629109
4749,5458,26.854719118426473
5458,3507,23.302478362857205
10804,10935,23.111071356119837
10804,4700,26.97137249625544
4700,872,13.408265814476044
4700,11341,23.379439209327657
11341,3242,13.226404855752907
1227,3242,11.031047467500382
1227,4761,7.252986314430247
1227,7811,5.552789709219884
1227,6383,5.552789709219884
1227,7310,7.335445173721673
7310,10589,53.72346661768611
7310,8907,60.84037633683707
2946,8907,70.48540884149864
2946,5716,63.98490995162333
3242,872,7.795220066902769
8907,451,9.69441451911589
783,7855,8.222298369681948
783,11173,8.222298369088422
783,5580,10.428198296575383
783,8452,8.222295183041068
783,3647,8.222295183041068
5716,9385,19.166646406695374
5716,6702,44.90077783289611
5451,6702,20.15453256254985
5451,1181,13.665555583505515
5451,7855,7.6617302621107415
7855,11067,7.101266799779859
6702,8400,25.19191645539411
8757,6365,260.3642815964982
8757,391,8.55123865937763
8757,7469,253.5168639816504
6365,0,878.456804013331
6365,11051,618.9482187304687
7469,6057,59.99872715463717
7469,8464,208.86665070265963
8464,2209,204.2671697346163
3647,8454,8.092628186127838
3647,4637,6.182806502990616
4637,995,8.820800570294436
4637,0,14.681043590137097
4854,7230,4.485622944060225
4854,10156,3.6641340240301954
9102,9637,18.6244166981936
9102,4802,22.067096614386973
4802,8455,25.03029374156673
1102,8455,11.34901207842585
1102,7933,10.094136033751012
1102,7752,11.347096237027753
7752,2968,17.760527074300015
7752,1401,25.652115951428925
1401,1117,11.73497639070562
8455,10316,22.823665361903682
3927,762,16.21979372732706
3927,10307,38.06347737819043
10307,3219,10.907075207079222
10307,6416,27.434262390900617
6416,1206,15.688045501517275
762,4638,9.913444753968728
762,4372,16.20964872908122
762,4532,9.918036963257602
7406,3282,28.403152175680113
7406,1170,18.879459597037567
7406,4638,9.88054265432163
3282,2891,83.2276231544489
4638,3466,11.926891080044122
248,9168,14.107863900580625
248,5565,10.238978996931888
248,2022,14.107841578224193
248,2891,10.23898025741593
2891,4801,81.7506563915259
9168,3875,11.209676459075242
1206,3219,10.31686977472595
1206,7656,15.688031596848331
2390,1995,24.560178670526817
2390,1499,29.665492675971134
1995,7656,26.100282838401252
7656,7664,24.313922836066855
1499,6508,25.775431259634512
1499,2506,21.628411285526763
2506,2881,19.26542560225047
2506,2447,4.561634654936394
7263,9223,250.21916653400442
7263,10053,247.2197540871322
10053,1103,11.068277050244673
482,1647,10.24179426112372
482,2425,10.24179426107976
482,6170,10.781975772201678
482,2406,8.501562561778654
482,8998,14.925315660319352
8998,3875,12.34549754308591
3875,5565,8.999055641779162
1647,3316,26.626117725534836
1647,3068,20.71675394013079
3316,9448,30.905175194357895
3316,962,5.479987106618075
9700,9032,77.0109461127693
9700,9448,60.08786588198431
9448,2757,31.66246900839506
1103,11092,15.564846378064207
1103,7848,11.068245427475594
1103,10089,15.564846235223742
10089,4463,44.812891394387265
10089,10086,53.98888424199343
9032,9934,67.83160865015395
9032,1123,11.590704661102649
9934,10086,59.036259791603364
9934,4373,12.45819160679808
10086,47,7.335768955701922
3507,1117,12.3974302150073
3507,10935,26.079657772229048
10935,2987,26.846602165073914
1117,8283,12.406031767866269
1117,5416,11.744820480515912
872,2987,7.784527277855094
872,4761,13.405221279974823
2987,4944,30.82221622152245
4761,3069,15.42613634323596
6383,7811,3.9154839753225796
6383,10869,7.730543537259118
4084,10917,16.340254318668677
4084,102,11.348395037100214
4084,10589,27.130320944020777
10589,10436,26.99640469594839
10869,587,7.190907511654486
10869,10917,12.091318966897699
10917,6439,7.4815937268339905
2827,451,15.009524039687236
2827,9702,4.284336727153003
2827,2069,14.451292865721491
451,1278,15.009530267539281
451,5059,9.694406713654312
2069,833,13.27899382048166
2069,9385,4.572844869910577
9385,833,14.610388579664658
1278,10436,8.697058598724471
1278,7712,14.938380307180118
10436,10697,18.70831178269051
11067,1181,11.45434785544405
11067,11173,10.312612477380284
11173,9144,6.721558212635162
1181,3913,5.727183905481601
1181,11371,5.727183905481601
1181,7724,13.665545548589566
3913,7810,6.160148749216015
3913,3245,5.3706964154708245
8400,6157,8.798791773630567
8400,7810,18.45442371218937
7810,1143,13.02546561505283
6157,833,13.278147774872892
6157,3487,10.930263673688177
833,8784,14.59731235779815
4724,2209,217.36957078591246
4724,1639,98.694583697626
4724,4838,281.12472906781466
2209,362,24.49920670095673
4838,10197,285.4566061497618
4838,9046,291.47721958175646
9046,10711,27.16386801474451
9046,9223,278.00685285303933
9223,11048,55.21570222796719
391,3542,14.318091937361062
391,11079,4.296157846248494
391,1574,16.209419929990652
391,8447,15.574504527509461
391,4016,13.04350263234959
391,5915,13.600486193731582
391,9876,20.162928714200596
3542,8409,12.379119145066632
11051,7814,500.0659232070106
11051,8409,129.32132911333358
8409,11079,118.59307424312998
8143,495,12.219369183874429
8143,8314,100.0866124928582
8143,8942,109.04262637316072
495,0,13.672495779851923
495,2359,12.242672380968736
495,10635,13.672498921771782
3973,5184,284.67306959483756
3973,10617,238.50732554849148
3973,7814,491.1527332156508
7814,627,11.596076353560848
5184,7741,154.148660823112
5184,10733,137.50912663060157
7741,9909,145.8376768077739
7741,552,8.602939859389114
8942,9535,36.193785772944935
8942,9909,137.56259472794753
9909,552,8.602939859298099
9876,9595,14.264341670057108
2052,9595,45.66304968277843
2052,2857,8.062930056166383
2052,6057,51.92258580474162
6057,362,8.331927264015253
9595,5611,36.062486797723764
362,2857,10.394936294290925
362,2099,6.38947030351488
362,11044,3.034325349478786
362,2192,18.303392014965794
362,4972,10.93691048812785
362,5538,16.437281181550674
362,6376,16.43728118112579
8452,4197,9.264807325918477
8452,8454,5.835300725669498
8454,995,6.731559828569868
995,4197,6.731559828481045
995,10996,8.820791821237611
995,5091,13.463099099284598
5091,3376,10.577437577255564
5091,8115,16.768182461595387
8115,158,10.281541666637908
8115,0,15.865626154055603
1478,2881,16.910161694707444
1478,7303,4.122414885677951
7303,7230,2.891204923821678
9637,7120,19.341177999248337
834,7120,18.835809745788964
834,5307,10.561900766167055
834,3857,18.835760283962138
834,4633,10.56189340032185
4633,10854,20.971394602193854
4633,10316,21.925273659417147
10316,9783,9.949592178118893
7120,2881,21.104235189240438
7933,9783,12.33979752942376
7933,2968,10.048434917556932
2968,8283,17.574311706395964
8283,7459,21.509152910441934
9783,1060,11.050183506783588
4532,7664,10.514398086903281
4532,3219,13.399405852515512
7209,3466,10.478057678178857
7209,5622,23.28539370716958
7209,4372,21.668413590055806
3466,1170,10.234580976650866
4372,9335,24.171369001266566
1170,6324,10.245771351260686
1170,8471,18.88617193124356
4801,11130,78.51024548527691
4801,4082,67.0741525917361
4082,6025,21.539910347372295
4082,6324,52.53057178252601
6324,2305,47.78481282056088
5565,2406,7.969862909586009
2022,2406,8.100094631357866
2022,9615,21.429546275253262
9615,5657,47.0064062464839
9615,8170,55.27231825445821
8170,5897,39.13621658458071
8170,11130,65.81727434549734
11130,2512,29.68038887854586
1232,9237,16.406219623345113
1232,4562,12.290113656547332
1232,5497,16.39632739050899
1232,6508,12.295223485552647
6508,5307,20.014627320381933
7664,9237,26.774748546372003
9237,9335,21.687682979074186
5307,10944,15.073300879870299
1460,2663,30.65627927143289
1460,6254,7.74566342827586
1460,1936,23.51264817390286
1936,1004,8.55033766047161
1936,11092,17.400714211588564
11092,6235,11.343941358701281
2663,11048,43.629411951259634
2663,715,14.693845190210379
11048,6525,12.847269278950995
3068,2934,6.878106757171568
3068,2425,19.52076086668783
2425,5008,14.476414608950993
2934,962,9.699351079688546
962,1808,5.914159229079871
962,8094,5.914159229924508
962,4855,10.010833647511918
962,5008,6.656254866767539
1808,1866,14.50879574037918
1808,1423,13.805725706827443
1866,2757,19.785402042455242
1866,57,5.496510042701153
2757,6118,12.735483890412924
1123,9479,12.934332307992253
1123,7719,11.579329686393788
1123,8098,12.940831960164425
8098,10159,11.23030848271305
8098,6118,13.326447590940235
6118,5423,4.81334751647488
7848,6976,23.024968312294945
7848,9072,20.860073064262824
4463,8987,25.927662453391374
4463,7372,24.75285504298658
9072,7154,4.5955000900366
9072,8987,22.506270596052925
8987,1223,11.601174234860252
9479,4373,15.320575714315712
9479,8645,10.231455486928542
4373,8805,11.608626630118673
47,4641,9.944561129114383
47,10110,9.944561128221011
47,4778,10.579127914587552
47,8645,8.746923656193443
47,8805,14.389140476611763
7372,7013,17.406166235146465
7372,4641,8.5079087037678
4641,3805,10.817058684738603
5416,11278,36.101109466016446
5416,2689,35.74886194492994
2689,844,9.834604532952104
2689,4944,35.78922606894596
4944,2031,25.157077578695837
3069,2031,14.542854866013261
3069,8297,11.238583505356186
2031,5383,23.459663493999347
2522,8297,5.572348250398007
2522,587,6.95597952883739
2522,7811,5.706809375666372
8297,587,6.955979528736178
102,6439,13.176958202349626
102,11322,11.348379972680565
102,5904,13.176945088419204
6439,3642,12.682729626687664
5904,6306,13.664193307200748
5904,10697,8.25204749699064
10697,6,10.606804230366702
587,5383,7.190908765377808
587,3642,13.911936728629497
3642,9287,10.225284640170639
5059,3217,23.65121865512347
5059,2826,23.25823362003393
2826,7338,6.95123733447857
2826,9702,24.056075194982604
9702,3684,25.04187900691499
3684,454,10.983506617994637
3684,8784,26.499116644416084
8784,8423,24.60036432008341
7712,6,14.37241215826155
7712,9359,7.979324159901361
3217,9359,23.306172102443725
3217,41,10.328992156477298
9359,3100,21.188028790849803
6,6306,14.372432790413272
6,3100,10.606795669642754
5580,10141,20.513510226144724
5580,10286,22.968502988808115
10141,9144,21.740548860897167
10141,436,6.450951186059351
9144,1347,21.20288982633076
7724,5166,25.692996315827966
7724,1347,21.50656158916278
1347,5496,1.112380720440377
11371,3245,7.699739043942454
11371,7462,4.655045398955528
3245,1143,8.222731660641866
1143,3487,8.215961842532094
1143,7422,13.034259300022237
3487,8423,7.503197863298619
8423,3954,26.844369905987627
6376,9390,97.97856373905563
6376,1639,97.35285044936874
1639,4630,11.51286912913349
10187,40,6.842223397163633
10187,9662,270.8120340184609
10187,10197,272.6516115189632
40,4630,13.024530625878207
40,9390,8.459646094356017
40,3358,12.073971513842471
40,6999,10.021303968660396
40,5748,13.447467385545089
10197,5454,26.935217264959086
453,5454,13.76269830455096
453,4461,12.069869743869837
453,1297,13.7626842563254
453,3994,12.069871326169443
3994,3725,15.095814670174478
3994,10711,16.33117688990074
10711,1092,11.393485900767313
5454,1852,15.192021210296884
1092,3725,21.333709765503745
1092,3360,11.387428698534789
1092,9790,9.242557605099284
1092,6525,12.100486679819847
6525,3176,12.754700218382819
11079,1574,115.41246974673469
627,1298,17.224591022901645
627,3250,11.592981241229912
627,10208,17.23528144446482
10208,7551,5.226239459882408
10208,10186,20.61217259885166
1574,10186,104.05666131885962
10186,4535,93.47628718687783
10635,4814,13.064351133866928
10635,1367,16.57812084958405
1367,108,10.887308944079694
1367,4293,12.48762522479577
4293,7846,64.48270013252349
4293,8314,74.96050712328089
8314,9349,32.520719145251476
1627,7544,220.38906557391468
1627,4279,93.1417326425075
1627,9620,137.0445681455113
9620,2672,10.180513375055492
9620,2359,129.7719246435422
2359,7377,121.780050386902
7544,0,246.10170860305337
7544,2200,26.988675733620056
581,10733,9.943930203222807
581,6489,6.543573821335643
581,3697,9.953838484535803
581,8648,6.53504915352765
8648,10755,151.4784718874814
8648,4398,155.86842213257665
4398,3619,15.938314084144794
4398,10617,166.27880767840347
10617,2484,97.97518066161933
10733,1582,130.88507148997584
1298,6922,24.593509371884572
1298,7997,9.729905795445415
2484,845,27.483161465751937
2484,5969,71.77134242532384
5969,2952,9.000046946553786
5969,10484,63.62615653450744
10484,370,21.583809804607387
10484,6922,44.966706854586164
6922,10966,28.947786935331223
5720,552,13.010083723659815
5720,8891,9.610516687564372
552,3650,8.4590226120776
552,7217,8.459306570564756
552,8091,9.997349527203385
552,11215,15.348184053575249
552,8583,14.201016721143
552,4969,10.642808584881196
552,6659,15.600536592767433
1582,8891,84.34152093213476
1582,5106,75.97393327007639
8891,2939,76.82196749816833
213,9349,13.467318426039268
213,7188,6.519288783881476
213,2242,15.00993854853666
213,6663,11.888837273187592
213,3344,6.982903113054239
213,4762,6.982903113133346
213,8665,9.876046654792143
213,4048,14.55028718714782
213,9535,8.477339668883815
9535,4594,28.496914169692253
9349,6132,31.569552456927592
3650,4594,15.509892444091353
3650,3461,10.277143812241443
4594,8533,16.629383814174837
2099,11044,4.755443182657348
