id,class,area
0,-1,0
1,0,141.66585088454153
2,0,91.48241108978442
3,0,16.69232781580827
4,0,1071.1153592321102
5,0,64.66350338813587
6,0,196.93876953074343
7,0,31.96159362013593
8,0,32.98365983753579
9,0,97.86803290326569
10,0,89.05990714637639
11,0,1190.2134778349005
12,0,32.094159030084086
13,0,32.716835051685436
14,0,783.617496102348
15,0,279.0475016800577
16,0,246.1474351752986
17,0,37.07404814782075
18,0,168.41878232499826
19,0,175.2974000719025
20,0,49.918988707343495
21,0,200.23497822985496
22,0,141.11023605594323
23,0,92.974781213205
24,0,79.12888492775879
25,0,27868.47498645672
26,0,170.9190625356295
27,0,204.9901123116653
28,0,279.67931407916416
29,0,17.79557454495343
30,0,140.30093609088834
31,0,149.962112151832
32,0,294.8431379980072
33,0,74.276290593076
34,0,291.4880624158118
35,0,17.882896043133464
36,0,117.32368575977605
37,0,200.39224468516886
38,0,138.42900807534582
39,0,210.42116070761807
40,0,180.19045007347947
41,0,9.008749229233729
42,0,17.737227142226494
43,0,340.63349680511004
44,0,110.93171337607417
45,0,155.78036822538195
46,0,33.657227884688396
47,0,541.83272601123
48,0,699.0680401797116
49,0,18.438254082261725
50,0,65.36357809704671
51,0,222.02152654672474
52,0,49.70687883028727
53,0,110.90312070082425
54,0,136.98939306166403
55,0,26.97606682447194
56,0,4.064116250202236
57,0,65.20258769707017
58,0,129.186262492877
59,0,212.4170860639038
60,0,214.77362479383524
61,0,816.74068464686
62,0,93.88874337625111
63,0,34.88614555467961
64,0,174.92746570500438
65,0,120.14834556098886
66,0,53.06567768002614
67,0,144.59793674592714
68,0,81.58650921853194
69,0,122.89502645130834
70,0,49.230789874642866
71,0,105.64165387186898
72,0,40.985632136877335
73,0,45.59033653614794
74,0,195.52785722728254
75,0,117.89485797324492
76,0,881.9072160471823
77,0,397.18277838270706
78,0,86.45279485465946
79,0,69.52264020634446
80,0,166.72487575411384
81,0,15.61047765879449
82,0,746.5580257211183
83,0,63.5151420765373
84,0,169.0323251711643
85,0,174.9837826243774
86,0,239.11198394872122
87,0,177.90066605245497
88,0,16.743261187288468
89,0,106.3910662564519
90,0,5697.908154507457
91,0,81.31304178413396
92,0,95.85352158298912
93,0,652.6306334151268
94,0,65.30534447336565
95,0,97.11011647819022
96,0,541.2603382802787
97,0,158.60390874654826
98,0,103.93269468639663
99,0,4973.7882455281915
100,0,768.0329759889621
101,0,145.23756049242382
102,0,27.03009637475375
103,0,369.56293677672465
104,0,51.14766238027828
105,0,411.63261346242916
106,0,59.534340596840146
107,0,79.00562492401436
108,0,24.07936872384783
109,0,147.845834667526
110,0,216.14625968543896
111,0,101.7881205854141
112,0,154.3676337373649
113,0,100.7891538334417
114,0,19.62519877713116
115,0,174.00600045725201
116,0,76.70835581915462
117,0,1145.5027773650063
118,0,123.365342360563
119,0,12.861429330498408
120,0,346.2940222781202
121,0,265.8117525341706
122,0,123.4067483705233
123,0,88.83658309729852
124,0,123.65033361250485
125,0,61.770251153085724
126,0,44.840111943099565
127,0,65.64976315705393
128,0,68.73627841130799
129,0,76.43852888996103
130,0,115.7882223956097
131,0,81.49948305386732
132,0,142.38538612617074
133,0,214.69901811024448
134,0,83.36451281485283
135,0,440.29959562622264
136,0,69.63577130585752
137,0,345.9830523496099
138,0,261.7292928284447
139,0,33.532395149099635
140,0,8.946724527934512
141,0,104.70582856120069
142,0,126.27530930100366
143,0,146.62786177905144
144,0,128.9684369604635
145,0,506.387645454311
146,0,143.30357171918882
147,0,257.04215659391525
148,0,45.72094198007753
149,0,46.555884369535846
150,0,251.82554421468794
151,0,232.67786061509787
152,0,53.00315208227354
153,0,202.65516678832523
154,0,336.84942271776873
155,0,127.88580442349829
156,0,126.52769490430785
157,0,190.54441578419676
158,0,31.368828712342463
159,0,16.925062694321586
160,0,75.59438591446288
161,0,30.315006090836423
162,0,219.72862198082544
163,0,377.5401885618836
164,0,16.97271101144157
165,0,158.90512142790746
166,0,71.42393565655298
167,0,141.34724027551775
168,0,51.03396126030212
169,0,18.46989645557164
170,0,253.5426565225402
171,0,21.221440151987103
172,0,127.63038305466145
173,0,384.08565504599324
174,0,99.56144448867242
175,0,78.16471475647566
176,0,51.40767685404928
177,0,139.19249973167317
178,0,300.71949988932994
